name,desc,latitude,longitude 
281,"RecordNo: 281, RC:7660, Lat:42.450547, Long:-83.276524 ",42.450547,-83.276524
282,"RecordNo: 282, RC:-16214, Lat:42.450547, Long:-83.276524 ",42.450547,-83.276524
283,"RecordNo: 283, RC:-16214, Lat:42.450547, Long:-83.276524 ",42.450547,-83.276524
284,"RecordNo: 284, RC:-16214, Lat:42.450547, Long:-83.276504 ",42.450547,-83.276504
285,"RecordNo: 285, RC:-6491, Lat:42.450547, Long:-83.276504 ",42.450547,-83.276504
286,"RecordNo: 286, RC:-6491, Lat:42.450547, Long:-83.276504 ",42.450547,-83.276504
287,"RecordNo: 287, RC:-6491, Lat:42.450547, Long:-83.276504 ",42.450547,-83.276504
288,"RecordNo: 288, RC:-6491, Lat:42.450546, Long:-83.276485 ",42.450546,-83.276485
289,"RecordNo: 289, RC:-7082, Lat:42.450546, Long:-83.276485 ",42.450546,-83.276485
290,"RecordNo: 290, RC:-7082, Lat:42.450546, Long:-83.276485 ",42.450546,-83.276485
291,"RecordNo: 291, RC:-7082, Lat:42.450546, Long:-83.276485 ",42.450546,-83.276485
292,"RecordNo: 292, RC:-7082, Lat:42.450546, Long:-83.276465 ",42.450546,-83.276465
293,"RecordNo: 293, RC:-3728, Lat:42.450546, Long:-83.276465 ",42.450546,-83.276465
294,"RecordNo: 294, RC:-3728, Lat:42.450546, Long:-83.276465 ",42.450546,-83.276465
295,"RecordNo: 295, RC:-3728, Lat:42.450546, Long:-83.276465 ",42.450546,-83.276465
296,"RecordNo: 296, RC:-3728, Lat:42.450546, Long:-83.276446 ",42.450546,-83.276446
297,"RecordNo: 297, RC:-6851, Lat:42.450546, Long:-83.276446 ",42.450546,-83.276446
298,"RecordNo: 298, RC:-6851, Lat:42.450546, Long:-83.276446 ",42.450546,-83.276446
299,"RecordNo: 299, RC:-6851, Lat:42.450546, Long:-83.276446 ",42.450546,-83.276446
300,"RecordNo: 300, RC:-6851, Lat:42.450545, Long:-83.276426 ",42.450545,-83.276426
301,"RecordNo: 301, RC:-3329, Lat:42.450545, Long:-83.276426 ",42.450545,-83.276426
302,"RecordNo: 302, RC:-3329, Lat:42.450545, Long:-83.276426 ",42.450545,-83.276426
303,"RecordNo: 303, RC:-3329, Lat:42.450545, Long:-83.276426 ",42.450545,-83.276426
304,"RecordNo: 304, RC:-3329, Lat:42.450545, Long:-83.276407 ",42.450545,-83.276407
305,"RecordNo: 305, RC:-4945, Lat:42.450545, Long:-83.276407 ",42.450545,-83.276407
306,"RecordNo: 306, RC:-4945, Lat:42.450545, Long:-83.276407 ",42.450545,-83.276407
307,"RecordNo: 307, RC:-4945, Lat:42.450545, Long:-83.276388 ",42.450545,-83.276388
308,"RecordNo: 308, RC:-15300, Lat:42.450545, Long:-83.276388 ",42.450545,-83.276388
309,"RecordNo: 309, RC:-15300, Lat:42.450545, Long:-83.276388 ",42.450545,-83.276388
310,"RecordNo: 310, RC:-15300, Lat:42.450545, Long:-83.276388 ",42.450545,-83.276388
311,"RecordNo: 311, RC:-15300, Lat:42.450544, Long:-83.276369 ",42.450544,-83.276369
312,"RecordNo: 312, RC:-2980, Lat:42.450544, Long:-83.276369 ",42.450544,-83.276369
313,"RecordNo: 313, RC:-2980, Lat:42.450544, Long:-83.276369 ",42.450544,-83.276369
314,"RecordNo: 314, RC:-2980, Lat:42.450544, Long:-83.276369 ",42.450544,-83.276369
315,"RecordNo: 315, RC:-2980, Lat:42.450544, Long:-83.276344 ",42.450544,-83.276344
316,"RecordNo: 316, RC:-4116, Lat:42.450544, Long:-83.276344 ",42.450544,-83.276344
317,"RecordNo: 317, RC:-4116, Lat:42.450544, Long:-83.276344 ",42.450544,-83.276344
318,"RecordNo: 318, RC:-4116, Lat:42.450544, Long:-83.276344 ",42.450544,-83.276344
319,"RecordNo: 319, RC:-4116, Lat:42.450544, Long:-83.276319 ",42.450544,-83.276319
320,"RecordNo: 320, RC:-7939, Lat:42.450544, Long:-83.276319 ",42.450544,-83.276319
321,"RecordNo: 321, RC:-7939, Lat:42.450544, Long:-83.276319 ",42.450544,-83.276319
322,"RecordNo: 322, RC:-7939, Lat:42.450544, Long:-83.276319 ",42.450544,-83.276319
323,"RecordNo: 323, RC:-7939, Lat:42.450543, Long:-83.276307 ",42.450543,-83.276307
324,"RecordNo: 324, RC:-3596, Lat:42.450543, Long:-83.276307 ",42.450543,-83.276307
325,"RecordNo: 325, RC:-3596, Lat:42.450543, Long:-83.276307 ",42.450543,-83.276307
326,"RecordNo: 326, RC:-3596, Lat:42.450543, Long:-83.276307 ",42.450543,-83.276307
327,"RecordNo: 327, RC:-3596, Lat:42.450543, Long:-83.276282 ",42.450543,-83.276282
328,"RecordNo: 328, RC:24288, Lat:42.450543, Long:-83.276282 ",42.450543,-83.276282
329,"RecordNo: 329, RC:24288, Lat:42.450543, Long:-83.276282 ",42.450543,-83.276282
330,"RecordNo: 330, RC:24288, Lat:42.450543, Long:-83.276263 ",42.450543,-83.276263
331,"RecordNo: 331, RC:-2914, Lat:42.450543, Long:-83.276263 ",42.450543,-83.276263
332,"RecordNo: 332, RC:-2914, Lat:42.450543, Long:-83.276263 ",42.450543,-83.276263
333,"RecordNo: 333, RC:-2914, Lat:42.450543, Long:-83.276263 ",42.450543,-83.276263
334,"RecordNo: 334, RC:-2914, Lat:42.450542, Long:-83.276251 ",42.450542,-83.276251
335,"RecordNo: 335, RC:-4034, Lat:42.450542, Long:-83.276251 ",42.450542,-83.276251
336,"RecordNo: 336, RC:-4034, Lat:42.450542, Long:-83.276251 ",42.450542,-83.276251
337,"RecordNo: 337, RC:-4034, Lat:42.450542, Long:-83.276251 ",42.450542,-83.276251
338,"RecordNo: 338, RC:-4034, Lat:42.450542, Long:-83.276226 ",42.450542,-83.276226
339,"RecordNo: 339, RC:-3448, Lat:42.450542, Long:-83.276226 ",42.450542,-83.276226
340,"RecordNo: 340, RC:-3448, Lat:42.450542, Long:-83.276226 ",42.450542,-83.276226
341,"RecordNo: 341, RC:-3448, Lat:42.450542, Long:-83.276226 ",42.450542,-83.276226
342,"RecordNo: 342, RC:-3448, Lat:42.450542, Long:-83.276207 ",42.450542,-83.276207
343,"RecordNo: 343, RC:-2320, Lat:42.450542, Long:-83.276207 ",42.450542,-83.276207
344,"RecordNo: 344, RC:-2320, Lat:42.450542, Long:-83.276207 ",42.450542,-83.276207
345,"RecordNo: 345, RC:-2320, Lat:42.450542, Long:-83.276207 ",42.450542,-83.276207
346,"RecordNo: 346, RC:-2320, Lat:42.450542, Long:-83.276195 ",42.450542,-83.276195
347,"RecordNo: 347, RC:-4374, Lat:42.450542, Long:-83.276195 ",42.450542,-83.276195
348,"RecordNo: 348, RC:-4374, Lat:42.450542, Long:-83.276195 ",42.450542,-83.276195
349,"RecordNo: 349, RC:-4374, Lat:42.450542, Long:-83.276195 ",42.450542,-83.276195
350,"RecordNo: 350, RC:-4374, Lat:42.450542, Long:-83.276177 ",42.450542,-83.276177
351,"RecordNo: 351, RC:22623, Lat:42.450542, Long:-83.276177 ",42.450542,-83.276177
352,"RecordNo: 352, RC:22623, Lat:42.450542, Long:-83.276177 ",42.450542,-83.276177
353,"RecordNo: 353, RC:22623, Lat:42.450541, Long:-83.276151 ",42.450541,-83.276151
354,"RecordNo: 354, RC:-2572, Lat:42.450541, Long:-83.276151 ",42.450541,-83.276151
355,"RecordNo: 355, RC:-2572, Lat:42.450541, Long:-83.276151 ",42.450541,-83.276151
356,"RecordNo: 356, RC:-2572, Lat:42.450541, Long:-83.276151 ",42.450541,-83.276151
357,"RecordNo: 357, RC:-2572, Lat:42.450541, Long:-83.276139 ",42.450541,-83.276139
358,"RecordNo: 358, RC:5237, Lat:42.450541, Long:-83.276139 ",42.450541,-83.276139
359,"RecordNo: 359, RC:5237, Lat:42.450541, Long:-83.276139 ",42.450541,-83.276139
360,"RecordNo: 360, RC:5237, Lat:42.450541, Long:-83.276139 ",42.450541,-83.276139
361,"RecordNo: 361, RC:5237, Lat:42.450541, Long:-83.276127 ",42.450541,-83.276127
362,"RecordNo: 362, RC:4832, Lat:42.450541, Long:-83.276127 ",42.450541,-83.276127
363,"RecordNo: 363, RC:4832, Lat:42.450541, Long:-83.276127 ",42.450541,-83.276127
364,"RecordNo: 364, RC:4832, Lat:42.450541, Long:-83.276127 ",42.450541,-83.276127
365,"RecordNo: 365, RC:4832, Lat:42.450541, Long:-83.276102 ",42.450541,-83.276102
366,"RecordNo: 366, RC:8993, Lat:42.450541, Long:-83.276102 ",42.450541,-83.276102
367,"RecordNo: 367, RC:8993, Lat:42.450541, Long:-83.276102 ",42.450541,-83.276102
368,"RecordNo: 368, RC:8993, Lat:42.450541, Long:-83.276102 ",42.450541,-83.276102
369,"RecordNo: 369, RC:8993, Lat:42.450541, Long:-83.276084 ",42.450541,-83.276084
370,"RecordNo: 370, RC:6823, Lat:42.450541, Long:-83.276084 ",42.450541,-83.276084
371,"RecordNo: 371, RC:6823, Lat:42.450541, Long:-83.276084 ",42.450541,-83.276084
372,"RecordNo: 372, RC:6823, Lat:42.450541, Long:-83.276084 ",42.450541,-83.276084
373,"RecordNo: 373, RC:6823, Lat:42.450540, Long:-83.276072 ",42.45054,-83.276072
374,"RecordNo: 374, RC:3142, Lat:42.450540, Long:-83.276072 ",42.45054,-83.276072
375,"RecordNo: 375, RC:3142, Lat:42.450540, Long:-83.276072 ",42.45054,-83.276072
376,"RecordNo: 376, RC:3142, Lat:42.450540, Long:-83.276060 ",42.45054,-83.27606
377,"RecordNo: 377, RC:6212, Lat:42.450540, Long:-83.276060 ",42.45054,-83.27606
378,"RecordNo: 378, RC:6212, Lat:42.450540, Long:-83.276060 ",42.45054,-83.27606
379,"RecordNo: 379, RC:6212, Lat:42.450540, Long:-83.276060 ",42.45054,-83.27606
380,"RecordNo: 380, RC:6212, Lat:42.450539, Long:-83.276036 ",42.450539,-83.276036
381,"RecordNo: 381, RC:1435, Lat:42.450539, Long:-83.276036 ",42.450539,-83.276036
382,"RecordNo: 382, RC:1435, Lat:42.450539, Long:-83.276036 ",42.450539,-83.276036
383,"RecordNo: 383, RC:1435, Lat:42.450539, Long:-83.276036 ",42.450539,-83.276036
384,"RecordNo: 384, RC:1435, Lat:42.450539, Long:-83.276019 ",42.450539,-83.276019
385,"RecordNo: 385, RC:7380, Lat:42.450539, Long:-83.276019 ",42.450539,-83.276019
386,"RecordNo: 386, RC:7380, Lat:42.450539, Long:-83.276019 ",42.450539,-83.276019
387,"RecordNo: 387, RC:7380, Lat:42.450539, Long:-83.276019 ",42.450539,-83.276019
388,"RecordNo: 388, RC:7380, Lat:42.450539, Long:-83.276007 ",42.450539,-83.276007
389,"RecordNo: 389, RC:5598, Lat:42.450539, Long:-83.276007 ",42.450539,-83.276007
390,"RecordNo: 390, RC:5598, Lat:42.450539, Long:-83.276007 ",42.450539,-83.276007
391,"RecordNo: 391, RC:5598, Lat:42.450539, Long:-83.276007 ",42.450539,-83.276007
392,"RecordNo: 392, RC:5598, Lat:42.450539, Long:-83.275989 ",42.450539,-83.275989
393,"RecordNo: 393, RC:19767, Lat:42.450539, Long:-83.275989 ",42.450539,-83.275989
394,"RecordNo: 394, RC:19767, Lat:42.450539, Long:-83.275989 ",42.450539,-83.275989
395,"RecordNo: 395, RC:19767, Lat:42.450539, Long:-83.275989 ",42.450539,-83.275989
396,"RecordNo: 396, RC:19767, Lat:42.450538, Long:-83.275966 ",42.450538,-83.275966
397,"RecordNo: 397, RC:3046, Lat:42.450538, Long:-83.275966 ",42.450538,-83.275966
398,"RecordNo: 398, RC:3046, Lat:42.450538, Long:-83.275966 ",42.450538,-83.275966
399,"RecordNo: 399, RC:3046, Lat:42.450538, Long:-83.275966 ",42.450538,-83.275966
400,"RecordNo: 400, RC:3046, Lat:42.450538, Long:-83.275942 ",42.450538,-83.275942
401,"RecordNo: 401, RC:-1821, Lat:42.450538, Long:-83.275942 ",42.450538,-83.275942
402,"RecordNo: 402, RC:-1821, Lat:42.450538, Long:-83.275942 ",42.450538,-83.275942
403,"RecordNo: 403, RC:-1821, Lat:42.450539, Long:-83.275919 ",42.450539,-83.275919
404,"RecordNo: 404, RC:-600, Lat:42.450539, Long:-83.275919 ",42.450539,-83.275919
405,"RecordNo: 405, RC:-600, Lat:42.450539, Long:-83.275919 ",42.450539,-83.275919
406,"RecordNo: 406, RC:-600, Lat:42.450539, Long:-83.275919 ",42.450539,-83.275919
407,"RecordNo: 407, RC:-600, Lat:42.450541, Long:-83.275897 ",42.450541,-83.275897
408,"RecordNo: 408, RC:-297, Lat:42.450541, Long:-83.275897 ",42.450541,-83.275897
409,"RecordNo: 409, RC:-297, Lat:42.450541, Long:-83.275897 ",42.450541,-83.275897
410,"RecordNo: 410, RC:-297, Lat:42.450541, Long:-83.275897 ",42.450541,-83.275897
411,"RecordNo: 411, RC:-297, Lat:42.450543, Long:-83.275880 ",42.450543,-83.27588
412,"RecordNo: 412, RC:-188, Lat:42.450543, Long:-83.275880 ",42.450543,-83.27588
413,"RecordNo: 413, RC:-188, Lat:42.450543, Long:-83.275880 ",42.450543,-83.27588
414,"RecordNo: 414, RC:-188, Lat:42.450543, Long:-83.275880 ",42.450543,-83.27588
415,"RecordNo: 415, RC:-188, Lat:42.450548, Long:-83.275859 ",42.450548,-83.275859
416,"RecordNo: 416, RC:-399, Lat:42.450548, Long:-83.275859 ",42.450548,-83.275859
417,"RecordNo: 417, RC:-399, Lat:42.450548, Long:-83.275859 ",42.450548,-83.275859
418,"RecordNo: 418, RC:-399, Lat:42.450548, Long:-83.275859 ",42.450548,-83.275859
419,"RecordNo: 419, RC:-399, Lat:42.450554, Long:-83.275840 ",42.450554,-83.27584
420,"RecordNo: 420, RC:-174, Lat:42.450554, Long:-83.275840 ",42.450554,-83.27584
421,"RecordNo: 421, RC:-174, Lat:42.450554, Long:-83.275840 ",42.450554,-83.27584
422,"RecordNo: 422, RC:-174, Lat:42.450554, Long:-83.275840 ",42.450554,-83.27584
423,"RecordNo: 423, RC:-174, Lat:42.450561, Long:-83.275827 ",42.450561,-83.275827
424,"RecordNo: 424, RC:-103, Lat:42.450561, Long:-83.275827 ",42.450561,-83.275827
425,"RecordNo: 425, RC:-103, Lat:42.450561, Long:-83.275827 ",42.450561,-83.275827
426,"RecordNo: 426, RC:-103, Lat:42.450568, Long:-83.275816 ",42.450568,-83.275816
427,"RecordNo: 427, RC:-73, Lat:42.450568, Long:-83.275816 ",42.450568,-83.275816
428,"RecordNo: 428, RC:-73, Lat:42.450568, Long:-83.275816 ",42.450568,-83.275816
429,"RecordNo: 429, RC:-73, Lat:42.450568, Long:-83.275816 ",42.450568,-83.275816
430,"RecordNo: 430, RC:-73, Lat:42.450580, Long:-83.275805 ",42.45058,-83.275805
431,"RecordNo: 431, RC:-161, Lat:42.450580, Long:-83.275805 ",42.45058,-83.275805
432,"RecordNo: 432, RC:-161, Lat:42.450580, Long:-83.275805 ",42.45058,-83.275805
433,"RecordNo: 433, RC:-161, Lat:42.450580, Long:-83.275805 ",42.45058,-83.275805
434,"RecordNo: 434, RC:-161, Lat:42.450589, Long:-83.275799 ",42.450589,-83.275799
435,"RecordNo: 435, RC:-107, Lat:42.450589, Long:-83.275799 ",42.450589,-83.275799
436,"RecordNo: 436, RC:-107, Lat:42.450589, Long:-83.275799 ",42.450589,-83.275799
437,"RecordNo: 437, RC:-107, Lat:42.450589, Long:-83.275799 ",42.450589,-83.275799
438,"RecordNo: 438, RC:-107, Lat:42.450600, Long:-83.275794 ",42.4506,-83.275794
439,"RecordNo: 439, RC:-77, Lat:42.450600, Long:-83.275794 ",42.4506,-83.275794
440,"RecordNo: 440, RC:-77, Lat:42.450600, Long:-83.275794 ",42.4506,-83.275794
441,"RecordNo: 441, RC:-77, Lat:42.450600, Long:-83.275794 ",42.4506,-83.275794
442,"RecordNo: 442, RC:-77, Lat:42.450610, Long:-83.275791 ",42.45061,-83.275791
443,"RecordNo: 443, RC:-64, Lat:42.450610, Long:-83.275791 ",42.45061,-83.275791
444,"RecordNo: 444, RC:-64, Lat:42.450610, Long:-83.275791 ",42.45061,-83.275791
445,"RecordNo: 445, RC:-64, Lat:42.450610, Long:-83.275791 ",42.45061,-83.275791
446,"RecordNo: 446, RC:-64, Lat:42.450621, Long:-83.275790 ",42.450621,-83.27579
447,"RecordNo: 447, RC:-58, Lat:42.450621, Long:-83.275790 ",42.450621,-83.27579
448,"RecordNo: 448, RC:-58, Lat:42.450621, Long:-83.275790 ",42.450621,-83.27579
449,"RecordNo: 449, RC:-58, Lat:42.450632, Long:-83.275789 ",42.450632,-83.275789
450,"RecordNo: 450, RC:-56, Lat:42.450632, Long:-83.275789 ",42.450632,-83.275789
451,"RecordNo: 451, RC:-56, Lat:42.450632, Long:-83.275789 ",42.450632,-83.275789
452,"RecordNo: 452, RC:-56, Lat:42.450632, Long:-83.275789 ",42.450632,-83.275789
453,"RecordNo: 453, RC:-56, Lat:42.450639, Long:-83.275789 ",42.450639,-83.275789
454,"RecordNo: 454, RC:-53, Lat:42.450639, Long:-83.275789 ",42.450639,-83.275789
455,"RecordNo: 455, RC:-53, Lat:42.450639, Long:-83.275789 ",42.450639,-83.275789
456,"RecordNo: 456, RC:-53, Lat:42.450639, Long:-83.275789 ",42.450639,-83.275789
457,"RecordNo: 457, RC:-53, Lat:42.450646, Long:-83.275789 ",42.450646,-83.275789
458,"RecordNo: 458, RC:-5587, Lat:42.450646, Long:-83.275789 ",42.450646,-83.275789
459,"RecordNo: 459, RC:-5587, Lat:42.450646, Long:-83.275789 ",42.450646,-83.275789
460,"RecordNo: 460, RC:-5587, Lat:42.450646, Long:-83.275789 ",42.450646,-83.275789
461,"RecordNo: 461, RC:-5587, Lat:42.450652, Long:-83.275788 ",42.450652,-83.275788
462,"RecordNo: 462, RC:-13383, Lat:42.450652, Long:-83.275788 ",42.450652,-83.275788
463,"RecordNo: 463, RC:-13383, Lat:42.450652, Long:-83.275788 ",42.450652,-83.275788
464,"RecordNo: 464, RC:-13383, Lat:42.450652, Long:-83.275788 ",42.450652,-83.275788
465,"RecordNo: 465, RC:-13383, Lat:42.450663, Long:-83.275788 ",42.450663,-83.275788
466,"RecordNo: 466, RC:-1720, Lat:42.450663, Long:-83.275788 ",42.450663,-83.275788
467,"RecordNo: 467, RC:-1720, Lat:42.450663, Long:-83.275788 ",42.450663,-83.275788
468,"RecordNo: 468, RC:-1720, Lat:42.450663, Long:-83.275788 ",42.450663,-83.275788
469,"RecordNo: 469, RC:-1720, Lat:42.450669, Long:-83.275789 ",42.450669,-83.275789
470,"RecordNo: 470, RC:6, Lat:42.450669, Long:-83.275789 ",42.450669,-83.275789
471,"RecordNo: 471, RC:6, Lat:42.450669, Long:-83.275789 ",42.450669,-83.275789
472,"RecordNo: 472, RC:6, Lat:42.450679, Long:-83.275789 ",42.450679,-83.275789
473,"RecordNo: 473, RC:-2436, Lat:42.450679, Long:-83.275789 ",42.450679,-83.275789
474,"RecordNo: 474, RC:-2436, Lat:42.450679, Long:-83.275789 ",42.450679,-83.275789
475,"RecordNo: 475, RC:-2436, Lat:42.450679, Long:-83.275789 ",42.450679,-83.275789
476,"RecordNo: 476, RC:-2436, Lat:42.450685, Long:-83.275789 ",42.450685,-83.275789
477,"RecordNo: 477, RC:-1570, Lat:42.450685, Long:-83.275789 ",42.450685,-83.275789
478,"RecordNo: 478, RC:-1570, Lat:42.450685, Long:-83.275789 ",42.450685,-83.275789
479,"RecordNo: 479, RC:-1570, Lat:42.450685, Long:-83.275789 ",42.450685,-83.275789
480,"RecordNo: 480, RC:-1570, Lat:42.450695, Long:-83.275789 ",42.450695,-83.275789
481,"RecordNo: 481, RC:-1230, Lat:42.450695, Long:-83.275789 ",42.450695,-83.275789
482,"RecordNo: 482, RC:-1230, Lat:42.450695, Long:-83.275789 ",42.450695,-83.275789
483,"RecordNo: 483, RC:-1230, Lat:42.450695, Long:-83.275789 ",42.450695,-83.275789
484,"RecordNo: 484, RC:-1230, Lat:42.450701, Long:-83.275789 ",42.450701,-83.275789
485,"RecordNo: 485, RC:-1026, Lat:42.450701, Long:-83.275789 ",42.450701,-83.275789
486,"RecordNo: 486, RC:-1026, Lat:42.450701, Long:-83.275789 ",42.450701,-83.275789
487,"RecordNo: 487, RC:-1026, Lat:42.450701, Long:-83.275789 ",42.450701,-83.275789
488,"RecordNo: 488, RC:-1026, Lat:42.450710, Long:-83.275789 ",42.45071,-83.275789
489,"RecordNo: 489, RC:5, Lat:42.450710, Long:-83.275789 ",42.45071,-83.275789
490,"RecordNo: 490, RC:5, Lat:42.450710, Long:-83.275789 ",42.45071,-83.275789
491,"RecordNo: 491, RC:5, Lat:42.450710, Long:-83.275789 ",42.45071,-83.275789
492,"RecordNo: 492, RC:5, Lat:42.450716, Long:-83.275789 ",42.450716,-83.275789
493,"RecordNo: 493, RC:-4425, Lat:42.450716, Long:-83.275789 ",42.450716,-83.275789
494,"RecordNo: 494, RC:-4425, Lat:42.450716, Long:-83.275789 ",42.450716,-83.275789
495,"RecordNo: 495, RC:-4425, Lat:42.450725, Long:-83.275789 ",42.450725,-83.275789
496,"RecordNo: 496, RC:-2531, Lat:42.450725, Long:-83.275789 ",42.450725,-83.275789
497,"RecordNo: 497, RC:-2531, Lat:42.450725, Long:-83.275789 ",42.450725,-83.275789
498,"RecordNo: 498, RC:-2531, Lat:42.450725, Long:-83.275789 ",42.450725,-83.275789
499,"RecordNo: 499, RC:-2531, Lat:42.450730, Long:-83.275789 ",42.45073,-83.275789
500,"RecordNo: 500, RC:-1519, Lat:42.450730, Long:-83.275789 ",42.45073,-83.275789
501,"RecordNo: 501, RC:-1519, Lat:42.450730, Long:-83.275789 ",42.45073,-83.275789
502,"RecordNo: 502, RC:-1519, Lat:42.450730, Long:-83.275789 ",42.45073,-83.275789
503,"RecordNo: 503, RC:-1519, Lat:42.450738, Long:-83.275788 ",42.450738,-83.275788
504,"RecordNo: 504, RC:-3377, Lat:42.450738, Long:-83.275788 ",42.450738,-83.275788
505,"RecordNo: 505, RC:-3377, Lat:42.450738, Long:-83.275788 ",42.450738,-83.275788
506,"RecordNo: 506, RC:-3377, Lat:42.450738, Long:-83.275788 ",42.450738,-83.275788
507,"RecordNo: 507, RC:-3377, Lat:42.450744, Long:-83.275789 ",42.450744,-83.275789
508,"RecordNo: 508, RC:-1034, Lat:42.450744, Long:-83.275789 ",42.450744,-83.275789
509,"RecordNo: 509, RC:-1034, Lat:42.450744, Long:-83.275789 ",42.450744,-83.275789
510,"RecordNo: 510, RC:-1034, Lat:42.450744, Long:-83.275789 ",42.450744,-83.275789
511,"RecordNo: 511, RC:-1034, Lat:42.450752, Long:-83.275788 ",42.450752,-83.275788
512,"RecordNo: 512, RC:-1134, Lat:42.450752, Long:-83.275788 ",42.450752,-83.275788
513,"RecordNo: 513, RC:-1134, Lat:42.450752, Long:-83.275788 ",42.450752,-83.275788
514,"RecordNo: 514, RC:-1134, Lat:42.450752, Long:-83.275788 ",42.450752,-83.275788
515,"RecordNo: 515, RC:-1134, Lat:42.450757, Long:-83.275788 ",42.450757,-83.275788
516,"RecordNo: 516, RC:1062, Lat:42.450757, Long:-83.275788 ",42.450757,-83.275788
517,"RecordNo: 517, RC:1062, Lat:42.450757, Long:-83.275788 ",42.450757,-83.275788
518,"RecordNo: 518, RC:1062, Lat:42.450757, Long:-83.275788 ",42.450757,-83.275788
519,"RecordNo: 519, RC:1062, Lat:42.450765, Long:-83.275788 ",42.450765,-83.275788
520,"RecordNo: 520, RC:-4632, Lat:42.450765, Long:-83.275788 ",42.450765,-83.275788
521,"RecordNo: 521, RC:-4632, Lat:42.450765, Long:-83.275788 ",42.450765,-83.275788
522,"RecordNo: 522, RC:-4632, Lat:42.450773, Long:-83.275787 ",42.450773,-83.275787
523,"RecordNo: 523, RC:32767, Lat:42.450773, Long:-83.275787 ",42.450773,-83.275787
524,"RecordNo: 524, RC:32767, Lat:42.450773, Long:-83.275787 ",42.450773,-83.275787
525,"RecordNo: 525, RC:32767, Lat:42.450773, Long:-83.275787 ",42.450773,-83.275787
526,"RecordNo: 526, RC:32767, Lat:42.450782, Long:-83.275786 ",42.450782,-83.275786
527,"RecordNo: 527, RC:1206, Lat:42.450782, Long:-83.275786 ",42.450782,-83.275786
528,"RecordNo: 528, RC:1206, Lat:42.450782, Long:-83.275786 ",42.450782,-83.275786
529,"RecordNo: 529, RC:1206, Lat:42.450782, Long:-83.275786 ",42.450782,-83.275786
530,"RecordNo: 530, RC:1206, Lat:42.450794, Long:-83.275786 ",42.450794,-83.275786
531,"RecordNo: 531, RC:2390, Lat:42.450794, Long:-83.275786 ",42.450794,-83.275786
532,"RecordNo: 532, RC:2390, Lat:42.450794, Long:-83.275786 ",42.450794,-83.275786
533,"RecordNo: 533, RC:2390, Lat:42.450794, Long:-83.275786 ",42.450794,-83.275786
534,"RecordNo: 534, RC:2390, Lat:42.450805, Long:-83.275785 ",42.450805,-83.275785
535,"RecordNo: 535, RC:-4903, Lat:42.450805, Long:-83.275785 ",42.450805,-83.275785
536,"RecordNo: 536, RC:-4903, Lat:42.450805, Long:-83.275785 ",42.450805,-83.275785
537,"RecordNo: 537, RC:-4903, Lat:42.450805, Long:-83.275785 ",42.450805,-83.275785
538,"RecordNo: 538, RC:-4903, Lat:42.450814, Long:-83.275785 ",42.450814,-83.275785
539,"RecordNo: 539, RC:2343, Lat:42.450814, Long:-83.275785 ",42.450814,-83.275785
540,"RecordNo: 540, RC:2343, Lat:42.450814, Long:-83.275785 ",42.450814,-83.275785
541,"RecordNo: 541, RC:2343, Lat:42.450814, Long:-83.275785 ",42.450814,-83.275785
542,"RecordNo: 542, RC:2343, Lat:42.450826, Long:-83.275784 ",42.450826,-83.275784
543,"RecordNo: 543, RC:3740, Lat:42.450826, Long:-83.275784 ",42.450826,-83.275784
544,"RecordNo: 544, RC:3740, Lat:42.450826, Long:-83.275784 ",42.450826,-83.275784
545,"RecordNo: 545, RC:3740, Lat:42.450838, Long:-83.275783 ",42.450838,-83.275783
546,"RecordNo: 546, RC:1410, Lat:42.450838, Long:-83.275783 ",42.450838,-83.275783
547,"RecordNo: 547, RC:1410, Lat:42.450838, Long:-83.275783 ",42.450838,-83.275783
548,"RecordNo: 548, RC:1410, Lat:42.450838, Long:-83.275783 ",42.450838,-83.275783
549,"RecordNo: 549, RC:1410, Lat:42.450851, Long:-83.275782 ",42.450851,-83.275782
550,"RecordNo: 550, RC:5549, Lat:42.450851, Long:-83.275782 ",42.450851,-83.275782
551,"RecordNo: 551, RC:5549, Lat:42.450851, Long:-83.275782 ",42.450851,-83.275782
552,"RecordNo: 552, RC:5549, Lat:42.450851, Long:-83.275782 ",42.450851,-83.275782
553,"RecordNo: 553, RC:5549, Lat:42.450860, Long:-83.275781 ",42.45086,-83.275781
554,"RecordNo: 554, RC:26921, Lat:42.450860, Long:-83.275781 ",42.45086,-83.275781
555,"RecordNo: 555, RC:26921, Lat:42.450860, Long:-83.275781 ",42.45086,-83.275781
556,"RecordNo: 556, RC:26921, Lat:42.450860, Long:-83.275781 ",42.45086,-83.275781
557,"RecordNo: 557, RC:26921, Lat:42.450874, Long:-83.275781 ",42.450874,-83.275781
558,"RecordNo: 558, RC:-2835, Lat:42.450874, Long:-83.275781 ",42.450874,-83.275781
559,"RecordNo: 559, RC:-2835, Lat:42.450874, Long:-83.275781 ",42.450874,-83.275781
560,"RecordNo: 560, RC:-2835, Lat:42.450874, Long:-83.275781 ",42.450874,-83.275781
561,"RecordNo: 561, RC:-2835, Lat:42.450887, Long:-83.275780 ",42.450887,-83.27578
562,"RecordNo: 562, RC:-24401, Lat:42.450887, Long:-83.275780 ",42.450887,-83.27578
